Time	Event
525080	WINDOWS,b,
527037	e,G 22
528100	b,H 23
530120	WINDOWS,e,
532147	WINDOWS,b,
532759	b,G 23
534120	e,H 23
535476	e,G 23
535680	b,H 24
537707	WINDOWS,e,
540120	WINDOWS,b,
542120	e,H 24
542740	b,G 24
544756	WINDOWS,e,
576037	Adap/H,b,S-Face
576050	Adap/H,e,S-Face
577197	Adap/H,b,OM
577240	Adap/H,e,OM
615875	Adap/G,b,OM
615875	A Guest Speaking,b,OM t30 t31
615910	Adap/G,e,OM
615910	A Guest Speaking,e,OM t30 t31
632230	Adap/G,b,S-Head
632230	A Guest Speaking,b,S-Head t30 t31
632250	Adap/G,e,S-Head
632250	A Guest Speaking,e,S-Head t30 t31
633107	WINDOWS,b,
633590	Adap/G,b,S-Face
633590	AdapRight,b, S-Face
633590	A Guest Speaking,b,S-Face t30 t31
633610	Adap/G,e,S-Face
633610	AdapRight,e, S-Face
633610	A Guest Speaking,e,S-Face t30 t31
635055	e,G 24
635232	b,H 25
635629	b,G 25
635777	e,H 25
637648	WINDOWS,e,
645088	WINDOWS,b,
646700	b,H 26
647055	e,G 25
648528	Adap/H,b,S-Face
648528	AdapLeft,b, S-Face
648528	A Host Speaking,b,S-Face t29
648550	Adap/H,e,S-Face
648550	AdapLeft,e, S-Face
648550	A Host Speaking,e,S-Face t29
648728	WINDOWS,e,
651183	Adap/H,b,S-Face
651183	A Host Speaking,b,S-Face t29
651210	Adap/H,e,S-Face
651210	A Host Speaking,e,S-Face t29
652906	Adap/H,b,S-Face
652906	A Host Speaking,b,S-Face t29
652920	Adap/H,e,S-Face
652920	A Host Speaking,e,S-Face t29
653728	WINDOWS,b,
655700	e,H 26
655796	b,G 26
657836	WINDOWS,e,
658463	WINDOWS,b,
660433	e,G 26
661600	b,H 27
662993	b,G 27
664300	e,H 27
664996	WINDOWS,e,
679807	WINDOWS,b,
681560	Adap/G,b,OM
681560	AdapRight,b, OM
681560	A Guest Speaking,b,OM t34
681620	Adap/G,e,OM
681620	AdapRight,e, OM
681620	A Guest Speaking,e,OM t34
681795	e,G 27
682400	b,H 28
683361	Adap/G,b,S-Arm
683361	AdapRight,b, S-Arm
683400	Adap/G,e,S-Arm
683400	AdapRight,e, S-Arm
684420	WINDOWS,e,
687794	Adap/G,b,S-Face
687827	Adap/G,e,S-Face
690609	WINDOWS,b,
692462	b,G 28
692574	e,H 28
694501	WINDOWS,e,
710756	Adap/G,b,S-Face
710756	A Guest Speaking,b,S-Face t35
710780	Adap/G,e,S-Face
710780	A Guest Speaking,e,S-Face t35
714582	WINDOWS,b,
715520	b,H 29
716574	e,G 28
717542	WINDOWS,e,
719662	WINDOWS,b,
720500	b,G 29
721640	e,H 29
722502	WINDOWS,e,
728289	Adap/G,b,S-Face
728289	A Guest Speaking,b,S-Face t36 t37
728300	Adap/G,e,S-Face
728300	A Guest Speaking,e,S-Face t36 t37
732675	WINDOWS,b,
734622	Adap/G,b,S-Upper torso
734622	AdapRight,b, S-Upper torso
734622	A Guest Speaking,b,S-Upper torso t36 t37
734640	Adap/G,e,S-Upper torso
734640	AdapRight,e, S-Upper torso
734640	A Guest Speaking,e,S-Upper torso t36 t37
734666	e,G 29
735380	b,H 30
735837	b,G 30
736125	Adap/G,b,S-Face
736125	AdapRight,b, S-Face
736125	A Guest Speaking,b,S-Face t38
736150	Adap/G,e,S-Face
736150	AdapRight,e, S-Face
736150	A Guest Speaking,e,S-Face t38
736440	e,H 30
737835	WINDOWS,e,
741206	Adap/H,b,S-Neck
741220	Adap/H,e,S-Neck
747235	WINDOWS,b,
749222	e,G 30
749900	b,H 31
751912	WINDOWS,e,
767725	WINDOWS,b,
769720	e,H 31
769870	b,G 31
771885	WINDOWS,e,
780986	Adap/G,b,S-Face
780986	A Guest Speaking,b,S-Face t40
781010	Adap/G,e,S-Face
781010	A Guest Speaking,e,S-Face t40
813038	Adap/G,b,S-Face
813038	A Guest Speaking,b,S-Face t40
813060	Adap/G,e,S-Face
813060	A Guest Speaking,e,S-Face t40
824885	WINDOWS,b,
826870	e,G 31
826953	Adap/G,b,S-Face
826953	AdapRight,b, S-Face
826980	Adap/G,e,S-Face
826980	AdapRight,e, S-Face
827140	b,H 32
830760	e,H 32
831023	b,G 32
831314	Adap/G,b,S-Neck
831314	AdapRight,b, S-Neck
831314	A Guest Speaking,b,S-Neck t42
831350	Adap/G,e,S-Neck
831350	AdapRight,e, S-Neck
831350	A Guest Speaking,e,S-Neck t42
832281	b,H 33
832722	e,G 32
834111	b,G 33
834400	e,H 33
836152	WINDOWS,e,
836485	WINDOWS,b,
838462	e,G 33
838560	b,H 34
840907	b,G 34
841080	e,H 34
842925	WINDOWS,e,
846338	WINDOWS,b,
848333	e,G 34
850260	b,H 35
852257	WINDOWS,e,
856670	WINDOWS,b,
858660	e,H 35
859500	b,G 35
861508	WINDOWS,e,
866454	WINDOWS,b,
868300	b,H 36
868444	e,G 35
869407	b,G 36
869539	e,H 36
871427	WINDOWS,e,
907427	WINDOWS,b,
908559	Adap/G,b,S-Face
908559	AdapRight,b, S-Face
908559	A Guest Speaking,b,S-Face t46
908570	Adap/G,e,S-Face
908570	AdapRight,e, S-Face
908570	A Guest Speaking,e,S-Face t46
908960	b,H 37
909407	e,G 36
910045	Adap/G,b,UM
910045	AdapRight,b, UM
910060	Adap/G,e,UM
910060	AdapRight,e, UM
910987	WINDOWS,e,
911080	WINDOWS,b,
913035	b,G 37
913080	e,H 37
915067	WINDOWS,e,
931647	WINDOWS,b,
933640	e,G 37
934200	b,H 38
934861	Adap/G,b,S-Face
934861	AdapRight,b, S-Face
934880	Adap/G,e,S-Face
934880	AdapRight,e, S-Face
935941	Adap/G,b,S-Neck
935941	AdapRight,b, S-Neck
935980	Adap/G,e,S-Neck
935980	AdapRight,e, S-Neck
936215	WINDOWS,e,
937647	WINDOWS,b,
938055	b,G 38
939620	e,H 38
940087	WINDOWS,e,
942980	b,H 39
943007	WINDOWS,b,
943849	Adap/G,b,OM
943849	AdapRight,b, OM
943849	A Guest Speaking,b,OM t49 t50
943860	Adap/G,e,OM
943860	AdapRight,e, OM
943860	A Guest Speaking,e,OM t49 t50
945329	Adap/G,b,S-Face
945329	AdapRight,b, S-Face
945329	A Guest Speaking,b,S-Face t49 t50
945360	Adap/G,e,S-Face
945360	AdapRight,e, S-Face
945360	A Guest Speaking,e,S-Face t49 t50
945582	e,G 38
945607	WINDOWS,e,
946450	Adap/G,b,S-Head
946480	Adap/G,e,S-Head
946844	b,G 39
946887	WINDOWS,b,
949840	e,H 39
949887	WINDOWS,e,
968487	WINDOWS,b,
969840	b,H 40
970481	e,G 39
970660	e,H 40
971658	b,G 40
973687	WINDOWS,e,
976205	Adap/G,b,S-Face
976205	A Guest Speaking,b,S-Face t52 t53 t54
976220	Adap/G,e,S-Face
976220	A Guest Speaking,e,S-Face t52 t53 t54
1001543	Adap/G,b,S-Hand
1001543	A Guest Speaking,b,S-Hand t52 t53 t54
1001570	Adap/G,e,S-Hand
1001570	A Guest Speaking,e,S-Hand t52 t53 t54
1008687	WINDOWS,b,
1010320	b,H 41
1010685	e,G 40
1011340	e,H 41
1012635	b,G 41
1014647	WINDOWS,e,
1027447	WINDOWS,b,
1029419	e,G 41
1031260	b,H 42
1032820	b,G 42
1033621	Adap/G,b,S-Face
1033621	AdapRight,b, S-Face
1033621	A Guest Speaking,b,S-Face t56
1033640	Adap/G,e,S-Face
1033640	AdapRight,e, S-Face
1033640	A Guest Speaking,e,S-Face t56
1034440	e,H 42
1034462	e,G 42
1035513	b,H 43
1037533	Adap/G,b,S-Hand
1037533	AdapRight,b, S-Hand
1037550	WINDOWS,e,
1037550	AdapRight,e, S-Hand
1037570	Adap/G,e,S-Hand
1039245	WINDOWS,b,
1040645	Adap/G,b,S-Face
1040645	AdapRight,b, S-Face
1040680	Adap/G,e,S-Face
1040680	AdapRight,e, S-Face
1041220	e,H 43
1041245	b,G 43
1042710	Adap/G,b,S-Face
1042710	AdapRight,b, S-Face
1042710	A Guest Speaking,b,S-Face t57
1042730	Adap/G,e,S-Face
1042730	AdapRight,e, S-Face
1042730	A Guest Speaking,e,S-Face t57
1043285	WINDOWS,e,
1044685	WINDOWS,b,
1046466	b,H 44
1046666	e,G 43
1047680	e,H 44
1048236	b,G 44
1049148	e,G 44
1049666	b,H 45
1050740	e,H 45
1051055	b,G 45
1052615	e,G 45
1052954	b,H 46
1053880	e,H 46
1054037	b,G 46
1056045	WINDOWS,e,
1072458	WINDOWS,b,
1074452	e,G 46
1074640	b,H 47
1076658	WINDOWS,e,
1077018	WINDOWS,b,
1079000	e,H 47
1079166	b,G 47
1081191	WINDOWS,e,
1083715	Adap/H,b,S-Face
1083740	Adap/H,e,S-Face
1085437	Adap/H,b,S-Neck
1085450	Adap/H,e,S-Neck
1092098	WINDOWS,b,
1094092	e,G 47
1096759	b,G 48
1097240	b,H 48
1097648	e,G 48
1098280	e,H 48
1098308	b,G 49
1100379	e,G 49
1102020	b,H 49
1104018	WINDOWS,e,
1107101	Adap/G,b,S-Face
1107140	Adap/G,e,S-Face
1109965	WINDOWS,b,
1111500	b,G 50
1111960	e,H 49
1113511	WINDOWS,e,
1114204	e,G 50
1114204	&
