Time	Event
377910	Adap/G,b,UM
377910	A Guest Speaking,b,UM t6
377928	Adap/G,e,UM
377928	A Guest Speaking,e,UM t6
395145	Adap/G,b,UM
395145	A Guest Speaking,b,UM t6
395163	Adap/G,e,UM
395163	A Guest Speaking,e,UM t6
414030	Adap/H,b,S-Leg
414051	Adap/H,e,S-Leg
415098	WINDOWS,b,
417077	e,G 06
417900	b,H 07
419925	WINDOWS,e,
434817	WINDOWS,b,
436820	e,H 07
438900	b,G 07
439210	Adap/G,b,UM
439210	AdapRight,b, UM
439210	A Guest Speaking,b,UM t7
439224	Adap/G,e,UM
439224	AdapRight,e, UM
439224	A Guest Speaking,e,UM t7
440898	WINDOWS,e,
441466	WINDOWS,b,
443470	e,G 07
443530	b,H 08
445550	e,H 08
446320	b,G 08
448330	WINDOWS,e,
454620	Adap/H,b,OM
454653	Adap/H,e,OM
467170	Adap/G,b,UM
467170	A Guest Speaking,b,UM t8
467204	Adap/G,e,UM
467204	A Guest Speaking,e,UM t8
486735	WINDOWS,b,
488724	e,G 08
489300	b,H 09
489860	Adap/H,b,UM
489860	AdapLeft,b, UM
489860	A Host Speaking,b,UM t15
489887	Adap/H,e,UM
489887	AdapLeft,e, UM
489887	A Host Speaking,e,UM t15
490805	Adap/G,b,UM
490805	AdapRight,b, UM
490816	Adap/G,e,UM
490816	AdapRight,e, UM
491303	WINDOWS,e,
501790	WINDOWS,b,
503790	e,H 09
504890	b,G 09
506320	e,G 09
506684	b,H 10
507100	e,H 10
507348	b,G 10
508575	Adap/G,b,UM
508575	AdapRight,b, UM
508575	A Guest Speaking,b,UM t10
508602	Adap/G,e,UM
508602	AdapRight,e, UM
508602	A Guest Speaking,e,UM t10
509330	WINDOWS,e,
516310	Adap/H,b,OM
516346	Adap/H,e,OM
547260	Adap/H,b,OM
547295	Adap/H,e,OM
554654	WINDOWS,b,
556630	e,G 10
557600	b,H 11
558990	Adap/H,b,OM
558990	AdapLeft,b, OM
558990	A Host Speaking,b,OM t19
559010	Adap/H,e,OM
559010	AdapLeft,e, OM
559010	A Host Speaking,e,OM t19
559627	WINDOWS,e,
561325	Adap/G,b,S-Head
561346	Adap/G,e,S-Head
565249	WINDOWS,b,
567270	e,H 11
568230	b,G 11
570222	WINDOWS,e,
599210	Adap/H,b,OM
599255	Adap/H,e,OM
612357	WINDOWS,b,
614369	e,G 11
616210	b,H 12
618195	WINDOWS,e,
621180	Adap/H,b,UM
621180	A Host Speaking,b,UM t21
621204	Adap/H,e,UM
621204	A Host Speaking,e,UM t21
636222	WINDOWS,b,
638240	e,H 12
639800	b,G 12
641790	WINDOWS,e,
681270	Adap/G,b,UM
681270	A Guest Speaking,b,UM t12
681295	Adap/G,e,UM
681295	A Guest Speaking,e,UM t12
705763	WINDOWS,b,
707760	e,G 12
708000	b,H 13
709400	e,H 13
710069	b,G 13
712087	WINDOWS,e,
730520	Adap/G,b,UM
730520	A Guest Speaking,b,UM t13
730540	Adap/G,e,UM
730540	A Guest Speaking,e,UM t13
738789	WINDOWS,b,
740770	e,G 13
740810	b,H 14
742600	e,H 14
742910	b,G 14
744924	WINDOWS,e,
757410	Adap/G,b,UM
757410	A Guest Speaking,b,UM t14
757438	Adap/G,e,UM
757438	A Guest Speaking,e,UM t14
762356	WINDOWS,b,
764345	e,G 14
764390	b,H 15
766340	e,H 15
767390	b,G 15
769410	WINDOWS,e,
770600	Adap/G,b,UM
770600	A Guest Speaking,b,UM t15
770632	Adap/G,e,UM
770632	A Guest Speaking,e,UM t15
777951	WINDOWS,b,
779970	e,G 15
780010	b,H 16
782005	WINDOWS,e,
784302	WINDOWS,b,
786310	e,H 16
787210	b,G 16
788660	e,G 16
788860	b,H 17
790185	Adap/G,b,UM
790185	AdapRight,b, UM
790224	Adap/G,e,UM
790224	AdapRight,e, UM
790869	WINDOWS,e,
796112	WINDOWS,b,
798100	e,H 17
799200	b,G 17
801619	e,G 17
801650	b,H 18
802280	b,G 18
802960	e,H 18
804301	WINDOWS,e,
811193	WINDOWS,b,
813180	e,G 18
819480	b,H 19
822110	e,H 19
822900	b,G 19
824230	Adap/G,b,UM
824230	AdapRight,b, UM
824230	A Guest Speaking,b,UM t19
824255	Adap/G,e,UM
824255	AdapRight,e, UM
824255	A Guest Speaking,e,UM t19
824896	WINDOWS,e,
843085	WINDOWS,b,
845106	e,G 19
845350	b,H 20
846260	e,H 20
846351	b,G 20
849024	e,G 20
849300	b,H 21
850825	Adap/G,b,UM
850825	AdapRight,b, UM
850836	Adap/G,e,UM
850836	AdapRight,e, UM
852429	e,H 21
859410	b,G 21
861410	WINDOWS,e,
864005	WINDOWS,b,
866011	e,G 21
866210	b,H 22
868218	WINDOWS,e,
869353	WINDOWS,b,
870620	b,G 22
871120	Adap/G,b,UM
871120	AdapRight,b, UM
871120	A Guest Speaking,b,UM t24
871142	Adap/G,e,UM
871142	AdapRight,e, UM
871142	A Guest Speaking,e,UM t24
871330	e,H 22
871434	e,G 22
871877	b,H 23
873894	WINDOWS,e,
876408	WINDOWS,b,
878400	e,H 23
878750	b,G 23
880759	WINDOWS,e,
893640	Adap/G,b,UM
893640	A Guest Speaking,b,UM t24
893653	Adap/G,e,UM
893653	A Guest Speaking,e,UM t24
904948	WINDOWS,b,
906950	e,G 23
908640	b,H 24
910624	WINDOWS,e,
920759	WINDOWS,b,
922780	e,H 24
922920	b,G 24
924029	WINDOWS,e,
924040	e,G 24
924040	&
