Time	Event
168673	WINDOWS,e,
175214	WINDOWS,b,
177200	e,H 15
177490	b,G 15
178048	e,G 15
179018	b,H 16
181025	WINDOWS,e,
181214	WINDOWS,b,
183208	e,H 16
183490	Adap/G,b,UM
183490	AdapRight,b, UM
183510	Adap/G,e,UM
183510	AdapRight,e, UM
184220	b,G 16
186241	WINDOWS,e,
189090	Adap/G,b,UM
189090	A Guest Speaking,b,UM t20
189120	Adap/G,e,UM
189120	A Guest Speaking,e,UM t20
191565	WINDOWS,b,
193530	e,G 16
193620	b,H 17
195646	WINDOWS,e,
196592	WINDOWS,b,
197110	b,G 17
198550	e,H 17
199133	WINDOWS,e,
199377	Adap/G,b,UM
199377	A Guest Speaking,b,UM t21
199400	Adap/G,e,UM
199400	A Guest Speaking,e,UM t21
201025	WINDOWS,b,
201460	Adap/G,b,UM
201460	AdapRight,b, UM
201460	A Guest Speaking,b,UM t21
201480	Adap/G,e,UM
201480	AdapRight,e, UM
201480	A Guest Speaking,e,UM t21
202360	b,H 18
203020	e,G 17
204376	WINDOWS,e,
214133	WINDOWS,b,
215420	b,G 18
216130	e,H 18
216830	b,H 19
217030	e,G 18
218836	WINDOWS,e,
220620	WINDOWS,b,
222620	e,H 19
223190	b,G 19
224260	Adap/G,b,UM
224260	AdapRight,b, UM
224260	A Guest Speaking,b,UM t23
224300	Adap/G,e,UM
224300	AdapRight,e, UM
224300	A Guest Speaking,e,UM t23
225215	WINDOWS,e,
226296	WINDOWS,b,
227840	Adap/G,b,UM
227840	AdapRight,b, UM
227840	A Guest Speaking,b,UM t23
227880	Adap/G,e,UM
227880	AdapRight,e, UM
227880	A Guest Speaking,e,UM t23
228290	e,G 19
228360	b,H 20
230377	WINDOWS,e,
231106	WINDOWS,b,
233067	e,H 20
233780	Adap/G,b,UM
233780	AdapRight,b, UM
233820	Adap/G,e,UM
233820	AdapRight,e, UM
233928	b,G 20
235759	e,G 20
235930	b,H 21
237971	WINDOWS,e,
240971	WINDOWS,b,
242967	e,H 21
244220	b,G 21
246268	WINDOWS,e,
247835	Adap/G,b,UM
247835	A Guest Speaking,b,UM t25
247870	Adap/G,e,UM
247870	A Guest Speaking,e,UM t25
249727	WINDOWS,b,
251300	b,H 22
251700	e,G 21
252449	e,H 22
252610	b,G 22
254410	b,H 23
254710	e,G 22
255460	e,H 23
255620	b,G 23
256280	e,G 23
256361	b,H 24
259038	e,H 24
259220	b,G 24
261268	WINDOWS,e,
268187	WINDOWS,b,
269534	b,H 25
270180	e,G 24
271630	e,H 25
272030	b,G 25
272210	e,G 25
273020	b,H 26
276360	e,H 26
276650	b,G 26
276900	e,G 26
279310	b,H 27
281322	WINDOWS,e,
288132	WINDOWS,b,
290100	e,H 27
290490	b,G 27
292537	WINDOWS,e,
300742	Adap/G,b,S-Hand
300742	A Guest Speaking,b,S-Hand t29
300770	Adap/G,e,S-Hand
300770	A Guest Speaking,e,S-Hand t29
304745	Adap/G,b,UM
304745	A Guest Speaking,b,UM t29
304780	Adap/G,e,UM
304780	A Guest Speaking,e,UM t29
310160	Adap/G,b,UM
310160	A Guest Speaking,b,UM t29
310190	Adap/G,e,UM
310190	A Guest Speaking,e,UM t29
312737	WINDOWS,b,
314720	e,G 27
315530	b,H 28
316630	e,H 28
317030	b,G 28
319057	WINDOWS,e,
334300	Adap/G,b,UM
334300	A Guest Speaking,b,UM t30
334330	Adap/G,e,UM
334330	A Guest Speaking,e,UM t30
335297	WINDOWS,b,
337282	e,G 28
337340	b,H 29
339337	WINDOWS,e,
344164	WINDOWS,b,
346140	e,H 29
346380	b,G 29
348385	Adap/G,b,UM
348385	AdapRight,b, UM
348385	A Guest Speaking,b,UM t31
348404	WINDOWS,e,
348404	AdapRight,e, UM
348420	Adap/G,e,UM
348420	A Guest Speaking,e,UM t31
357410	Adap/G,b,UM
357410	A Guest Speaking,b,UM t31
357430	Adap/G,e,UM
357430	A Guest Speaking,e,UM t31
359724	WINDOWS,b,
361690	e,G 29
363840	b,H 30
364741	Adap/G,b,S-Arm
364741	AdapRight,b, S-Arm
364760	Adap/G,e,S-Arm
364760	AdapRight,e, S-Arm
366090	b,G 30
366800	e,H 30
368830	e,G 30
369370	b,H 31
370090	e,H 31
370213	b,G 31
372217	WINDOWS,e,
373030	WINDOWS,b,
374646	Adap/G,b,UM
374646	AdapRight,b, UM
374646	A Guest Speaking,b,UM 
374670	Adap/G,e,UM
374670	AdapRight,e, UM
374670	A Guest Speaking,e,UM 
375008	e,G 31
375470	b,H 32
377497	WINDOWS,e,
390590	WINDOWS,b,
392410	b,G 32
392580	e,H 32
395299	e,G 32
395710	b,H 33
396773	e,H 33
396910	b,G 33
398180	e,G 33
400790	b,H 34
404120	e,H 34
404125	Adap/G,b,UM
404125	AdapRight,b, UM
404160	Adap/G,e,UM
404160	AdapRight,e, UM
405290	b,G 34
406155	e,G 34
406537	b,H 35
406719	e,H 35
411230	b,G 35
414511	Adap/G,b,S-Hand
414511	AdapRight,b, S-Hand
414511	A Guest Speaking,b,S-Hand t37
414550	Adap/G,e,S-Hand
414550	AdapRight,e, S-Hand
414550	A Guest Speaking,e,S-Hand t37
414817	b,H 36
415020	e,G 35
415090	e,H 36
416845	b,G 36
417415	b,H 37
417720	e,G 36
420520	e,H 37
420560	b,G 37
421327	Adap/H,b,OM
421327	AdapLeft,b, OM
421340	Adap/H,e,OM
421340	AdapLeft,e, OM
422563	WINDOWS,e,
423776	Adap/G,b,OM
423776	A Guest Speaking,b,OM t38
423810	Adap/G,e,OM
423810	A Guest Speaking,e,OM t38
426010	Adap/G,b,S-Arm
426010	A Guest Speaking,b,S-Arm t38
426040	Adap/G,e,S-Arm
426040	A Guest Speaking,e,S-Arm t38
435200	Adap/G,b,S-Arm
435200	A Guest Speaking,b,S-Arm t38
435230	Adap/G,e,S-Arm
435230	A Guest Speaking,e,S-Arm t38
438525	Adap/G,b,UM
438525	A Guest Speaking,b,UM t38
438570	Adap/G,e,UM
438570	A Guest Speaking,e,UM t38
441840	Adap/G,b,UM
441840	A Guest Speaking,b,UM t38
441858	Adap/G,e,UM
441858	A Guest Speaking,e,UM t38
446536	WINDOWS,b,
448518	e,G 37
448702	b,H 38
451810	e,H 38
451888	b,G 38
452327	e,G 38
452562	b,H 39
453330	e,H 39
453900	b,G 39
455941	WINDOWS,e,
457730	Adap/G,b,S-Leg
457730	A Guest Speaking,b,S-Leg t39 t40
457750	Adap/G,e,S-Leg
457750	A Guest Speaking,e,S-Leg t39 t40
463914	WINDOWS,b,
465874	e,G 39
466890	b,H 40
468914	WINDOWS,e,
469049	WINDOWS,b,
471030	e,H 40
471770	b,G 40
473779	WINDOWS,e,
476300	Adap/G,b,UM
476300	A Guest Speaking,b,UM t41
476320	Adap/G,e,UM
476320	A Guest Speaking,e,UM t41
478671	WINDOWS,b,
480000	b,H 41
480664	e,G 40
482022	WINDOWS,e,
493157	WINDOWS,b,
494030	b,G 41
495140	e,H 41
496493	e,G 41
496980	b,H 42
497527	e,H 42
497622	b,G 42
499670	WINDOWS,e,
500891	Adap/H,b,OM
500910	Adap/H,e,OM
515430	WINDOWS,b,
517030	Adap/G,b,UM
517030	AdapRight,b, UM
517030	A Guest Speaking,b,UM t43
517050	Adap/G,e,UM
517050	AdapRight,e, UM
517050	A Guest Speaking,e,UM t43
517416	e,G 42
520226	b,H 43
522257	WINDOWS,e,
524581	WINDOWS,b,
525948	Adap/G,b,S-Face
525948	AdapRight,b, S-Face
525990	Adap/G,e,S-Face
525990	AdapRight,e, S-Face
526560	e,H 43
527290	b,G 43
529284	WINDOWS,e,
537689	WINDOWS,b,
537792	Adap/G,b,UM
537792	AdapRight,b, UM
537792	A Guest Speaking,b,UM t44
537810	Adap/G,e,UM
537810	AdapRight,e, UM
537810	A Guest Speaking,e,UM t44
539657	e,G 43
539935	b,H 44
540190	e,H 44
542750	b,G 44
544187	e,G 44
546010	b,H 45
548040	WINDOWS,e,
554337	WINDOWS,b,
555506	Adap/H,b,OM
555506	AdapLeft,b, OM
555506	A Host Speaking,b,OM t51
555530	Adap/H,e,OM
555530	AdapLeft,e, OM
555530	A Host Speaking,e,OM t51
556305	e,H 45
558661	Adap/G,b,UM?
558661	AdapRight,b, UM?
558690	Adap/G,e,UM?
558690	AdapRight,e, UM?
558920	b,G 45
560959	WINDOWS,e,
566554	WINDOWS,b,
567447	Adap/G,b,UM
567447	AdapRight,b, UM
567447	A Guest Speaking,b,UM t46 t46 t47
567470	Adap/G,e,UM
567470	AdapRight,e, UM
567470	A Guest Speaking,e,UM t46 t46 t47
568558	e,G 45
568981	b,H 46
570987	WINDOWS,e,
571690	WINDOWS,b,
573690	e,H 46
573839	b,G 46
574870	e,G 46
575135	b,H 47
575400	e,H 47
577920	b,G 47
579956	WINDOWS,e,
587150	Adap/G,b,UM
587150	A Guest Speaking,b,UM t49
587190	Adap/G,e,UM
587190	A Guest Speaking,e,UM t49
590255	Adap/H,b,OM
590280	Adap/H,e,OM
594156	WINDOWS,b,
594900	b,H 48
596150	e,G 47
596230	e,H 48
596310	b,G 48
597016	Adap/G,b,UM
597016	AdapRight,b, UM
597016	A Guest Speaking,b,UM t50
597030	Adap/G,e,UM
597030	AdapRight,e, UM
597030	A Guest Speaking,e,UM t50
598316	WINDOWS,e,
607409	WINDOWS,b,
608960	b,H 49
609393	e,G 48
610880	e,H 49
611798	b,G 49
613809	WINDOWS,e,
617940	Adap/G,b,UM
617940	A Guest Speaking,b,UM t51
617990	Adap/G,e,UM
617990	A Guest Speaking,e,UM t51
627409	Adap/G,b,Complex
627409	A Guest Speaking,b,Complex t51
627452	Adap/G,e,Complex
627452	A Guest Speaking,e,Complex t51
631049	WINDOWS,b,
633010	e,G 49
633030	b,H 50
633866	Adap/G,b,UM
633866	AdapRight,b, UM
633890	Adap/G,e,UM
633890	AdapRight,e, UM
635062	WINDOWS,e,
636502	WINDOWS,b,
638470	e,H 50
640000	b,G 50
642049	WINDOWS,e,
652009	WINDOWS,b,
653987	e,G 50
655560	b,H 51
656210	e,H 51
657230	b,G 51
659249	WINDOWS,e,
665880	Adap/G,b,UM
665880	A Guest Speaking,b,UM t53
665930	Adap/G,e,UM
665930	A Guest Speaking,e,UM t53
671391	Adap/G,b,UM
671391	A Guest Speaking,b,UM t53
671424	Adap/G,e,UM
671424	A Guest Speaking,e,UM t53
680810	Adap/G,b,UM
680810	A Guest Speaking,b,UM t53
680860	Adap/G,e,UM
680860	A Guest Speaking,e,UM t53
683160	Adap/G,b,UM
683160	A Guest Speaking,b,UM t53
683190	Adap/G,e,UM
683190	A Guest Speaking,e,UM t53
686623	WINDOWS,b,
687505	Adap/G,b,UM
687505	AdapRight,b, UM
687505	A Guest Speaking,b,UM t53
687540	Adap/G,e,UM
687540	AdapRight,e, UM
687540	A Guest Speaking,e,UM t53
688620	e,G 51
689270	b,H 52
691263	WINDOWS,e,
692929	WINDOWS,b,
693890	Adap/G,b,UM
693890	AdapRight,b, UM
693930	Adap/G,e,UM
693930	AdapRight,e, UM
694920	e,H 52
695350	b,G 52
697390	b,H 53
697450	e,G 52
699141	b,G 53
699650	e,H 53
701172	WINDOWS,e,
711902	WINDOWS,b,
713900	e,G 53
714420	b,H 54
715830	e,H 54
716279	b,G 54
719672	e,G 54
722900	b,H 55
723552	e,H 55
723880	b,G 55
724671	e,G 55
727900	b,H 56
729902	WINDOWS,e,
734497	WINDOWS,b,
735434	Adap/H,b,OM
735434	AdapLeft,b, OM
735434	A Host Speaking,b,OM t63
735457	Adap/H,e,OM
735457	AdapLeft,e, OM
735457	A Host Speaking,e,OM t63
736495	e,H 56
737220	b,G 56
739227	WINDOWS,e,
769524	WINDOWS,b,
771513	e,G 56
772769	b,G 57
773980	b,H 57
774132	e,G 57
775500	e,H 57
775690	b,G 58
777921	e,G 58
778720	b,H 58
780740	WINDOWS,e,
783226	WINDOWS,b,
783889	Adap/H,b,OM
783889	AdapLeft,b, OM
783889	A Host Speaking,b,OM t65
783920	Adap/H,e,OM
783920	AdapLeft,e, OM
783920	A Host Speaking,e,OM t65
785215	e,H 58
789360	b,G 59
791388	WINDOWS,e,
797658	WINDOWS,b,
799627	e,G 59
800676	b,H 59
801468	e,H 59
802210	b,G 60
804226	WINDOWS,e,
812415	WINDOWS,b,
813474	Adap/G,b,UM
813474	AdapRight,b, UM
813474	A Guest Speaking,b,UM t65
813510	Adap/G,e,UM
813510	AdapRight,e, UM
813510	A Guest Speaking,e,UM t65
814250	b,H 60
814420	e,G 60
817630	b,G 61
817914	Adap/G,b,UM
817914	AdapRight,b, UM
817914	A Guest Speaking,b,UM t66 t67
817960	Adap/G,e,UM
817960	AdapRight,e, UM
817960	A Guest Speaking,e,UM t66 t67
818799	e,H 60
819632	WINDOWS,e,
821875	WINDOWS,b,
823865	e,G 61
823950	b,H 61
825340	Adap/G,b,UM
825340	AdapRight,b, UM
825360	Adap/G,e,UM
825360	AdapRight,e, UM
825956	WINDOWS,e,
830902	WINDOWS,b,
832900	e,H 61
832970	b,G 62
834956	WINDOWS,e,
842596	Adap/H,b,OM
842640	Adap/H,e,OM
846441	Adap/G,b,UM
846441	A Guest Speaking,b,UM t68 t69 t70 t71
846480	Adap/G,e,UM
846480	A Guest Speaking,e,UM t68 t69 t70 t71
855253	WINDOWS,b,
857227	e,G 62
857650	b,H 62
859659	WINDOWS,e,
863632	WINDOWS,b,
864485	Adap/G,b,S-Head
864485	AdapRight,b, S-Head
864520	Adap/G,e,S-Head
864520	AdapRight,e, S-Head
865626	e,H 62
866417	b,G 63
868759	e,G 63
868820	b,H 63
870821	WINDOWS,e,
875500	Adap/G,b,UM
875550	Adap/G,e,UM
876492	Adap/H,b,OM
876492	A Host Speaking,b,OM t71
876510	Adap/H,e,OM
876510	A Host Speaking,e,OM t71
878091	WINDOWS,b,
879252	Adap/H,b,OM
879252	AdapLeft,b, OM
879290	Adap/H,e,OM
879290	AdapLeft,e, OM
880058	e,H 63
880270	b,G 64
880523	WINDOWS,e,
880550	e,G 64
880550	&
