Time	Event
265080	b,G 15
267103	WINDOWS,e,
274623	WINDOWS,b,
276600	e,G 15
276760	b,H 16
278768	WINDOWS,e,
279923	Adap/H,b,UM
279923	A Host Speaking,b,UM t15
279950	Adap/H,e,UM
279950	A Host Speaking,e,UM t15
285913	WINDOWS,b,
287910	e,H 16
288950	b,G 16
290971	WINDOWS,e,
305261	WINDOWS,b,
307260	e,G 16
307620	b,H 17
309623	WINDOWS,e,
328826	WINDOWS,b,
330820	e,H 17
330890	b,G 17
332913	WINDOWS,e,
352391	WINDOWS,b,
353350	b,H 18
354385	e,G 17
355333	WINDOWS,e,
358188	WINDOWS,b,
359350	b,G 18
360200	e,H 18
361333	WINDOWS,e,
368994	Adap/G,b,UM
368994	A Guest Speaking,b,UM t16
369021	Adap/G,e,UM
369021	A Guest Speaking,e,UM t16
391507	WINDOWS,b,
393480	e,G 18
393730	b,H 19
395739	WINDOWS,e,
399275	WINDOWS,b,
400950	b,G 19
401290	e,H 19
402956	WINDOWS,e,
410753	WINDOWS,b,
412742	e,G 19
413070	b,H 20
416910	e,H 20
418060	b,G 20
420087	WINDOWS,e,
446855	WINDOWS,b,
448850	e,G 20
449400	b,H 21
451420	WINDOWS,e,
452827	Adap/G,b,S-Head
452840	Adap/G,e,S-Head
471304	WINDOWS,b,
472560	b,G 21
473320	e,H 21
474594	WINDOWS,e,
513449	WINDOWS,b,
515284	Adap/H,b,OM
515284	AdapLeft,b, OM
515302	Adap/H,e,OM
515302	AdapLeft,e, OM
515470	e,G 21
516803	b,H 22
518120	b,G 22
518560	e,H 22
518700	e,G 22
520180	b,H 23
522188	WINDOWS,e,
534569	Adap/G,b,UM
534610	Adap/G,e,UM
534927	WINDOWS,b,
536930	e,H 23
539231	Adap/G,b,S-Face
539231	AdapRight,b, S-Face
539280	Adap/G,e,S-Face
539280	AdapRight,e, S-Face
539500	b,G 23
541536	WINDOWS,e,
563014	WINDOWS,b,
565003	e,G 23
565140	b,H 24
567130	WINDOWS,e,
574652	WINDOWS,b,
576620	e,H 24
577097	Adap/H,b,OM
577097	AdapLeft,b, OM
577130	Adap/H,e,OM
577130	AdapLeft,e, OM
580750	b,G 24
582768	WINDOWS,e,
593004	Adap/G,b,UM
593004	A Guest Speaking,b,UM t24 t25 t26 t27
593028	Adap/G,e,UM
593028	A Guest Speaking,e,UM t24 t25 t26 t27
601891	Adap/G,b,UM
601891	A Guest Speaking,b,UM t24 t25 t26 t27
601909	Adap/G,e,UM
601909	A Guest Speaking,e,UM t24 t25 t26 t27
626362	WINDOWS,b,
626740	Adap/G,b,UM
626740	AdapRight,b, UM
626740	A Guest Speaking,b,UM t24 t25 t26 t27
626790	Adap/G,e,UM
626790	AdapRight,e, UM
626790	A Guest Speaking,e,UM t24 t25 t26 t27
628370	e,G 24
629380	b,H 25
631362	WINDOWS,e,
639797	WINDOWS,b,
641790	e,H 25
643060	b,G 25
643189	Adap/G,b,S-Face
643189	AdapRight,b, S-Face
643189	A Guest Speaking,b,S-Face t30 t31
643230	Adap/G,e,S-Face
643230	AdapRight,e, S-Face
643230	A Guest Speaking,e,S-Face t30 t31
645087	WINDOWS,e,
651971	WINDOWS,b,
653950	e,G 25
654620	b,H 26
655287	e,H 26
655440	b,G 26
655870	e,G 26
656280	b,H 27
656490	e,H 27
656560	b,G 27
658040	e,G 27
658220	b,H 28
660261	WINDOWS,e,
666300	Adap/G,b,UM
666330	Adap/G,e,UM
671174	WINDOWS,b,
673175	e,H 28
673607	b,H 29
674240	e,H 29
674778	b,G 28
675493	WINDOWS,e,
675498	e,G 28
675498	&
