Time	Event
357143	WINDOWS,e,
365853	WINDOWS,b,
367846	e,H 25
367876	b,G 25
369882	WINDOWS,e,
372433	WINDOWS,b,
374391	e,G 25
374570	b,H 26
374980	e,H 26
375050	b,G 26
377085	WINDOWS,e,
386480	Adap/G,b,S-Hand
386480	A Guest Speaking,b,S-Hand t28 t29
386506	Adap/G,e,S-Hand
386506	A Guest Speaking,e,S-Hand t28 t29
389910	WINDOWS,b,
389940	Adap/G,b,S-Hand
389940	AdapRight,b, S-Hand
389940	A Guest Speaking,b,S-Hand t28 t29
389970	Adap/G,e,S-Hand
389970	AdapRight,e, S-Hand
389970	A Guest Speaking,e,S-Hand t28 t29
391260	Adap/G,b,UM
391260	AdapRight,b, UM
391260	A Guest Speaking,b,UM t28 t29
391282	Adap/G,e,UM
391282	AdapRight,e, UM
391282	A Guest Speaking,e,UM t28 t29
391907	e,G 26
392040	b,H 27
393859	e,H 27
394930	b,G 27
396969	WINDOWS,e,
404404	WINDOWS,b,
406370	e,G 27
406570	b,H 28
407507	e,H 28
407592	b,G 28
408662	e,G 28
409180	b,H 29
411230	WINDOWS,e,
422810	WINDOWS,b,
424794	e,H 29
425222	b,G 29
426644	e,G 29
427440	b,H 30
429462	WINDOWS,e,
430723	WINDOWS,b,
432700	e,H 30
434828	b,G 30
436868	WINDOWS,e,
441245	WINDOWS,b,
442480	b,H 31
443234	e,G 30
444506	WINDOWS,e,
446158	WINDOWS,b,
448126	e,H 31
449776	b,G 31
451781	WINDOWS,e,
458150	Adap/G,b,S-Hand
458150	A Guest Speaking,b,S-Hand t34
458180	Adap/G,e,S-Hand
458180	A Guest Speaking,e,S-Hand t34
463140	Adap/G,b,UM
463140	A Guest Speaking,b,UM t34
463170	Adap/G,e,UM
463170	A Guest Speaking,e,UM t34
468210	Adap/G,b,OM
468210	A Guest Speaking,b,OM t34
468250	Adap/G,e,OM
468250	A Guest Speaking,e,OM t34
472158	WINDOWS,b,
474139	e,G 31
474810	b,H 32
475160	e,H 32
475522	b,G 32
477360	Adap/G,b,OM
477360	AdapRight,b, OM
477360	A Guest Speaking,b,OM t35
477400	Adap/G,e,OM
477400	AdapRight,e, OM
477400	A Guest Speaking,e,OM t35
477520	WINDOWS,e,
479013	WINDOWS,b,
479575	Adap/G,b,OM
479575	AdapRight,b, OM
479575	A Guest Speaking,b,OM t35
479610	Adap/G,e,OM
479610	AdapRight,e, OM
479610	A Guest Speaking,e,OM t35
480993	e,G 32
481547	b,H 33
483578	WINDOWS,e,
495332	WINDOWS,b,
497310	e,H 33
497670	b,G 33
499680	WINDOWS,e,
500650	Adap/G,b,OM
500650	A Guest Speaking,b,OM t36 t37 t38
500680	Adap/G,e,OM
500680	A Guest Speaking,e,OM t36 t37 t38
510013	WINDOWS,b,
512009	e,G 33
512233	b,H 34
513037	e,H 34
513230	b,G 34
515216	WINDOWS,e,
524303	WINDOWS,b,
526305	e,G 34
528890	b,H 35
530897	WINDOWS,e,
541810	WINDOWS,b,
543800	e,H 35
545563	b,G 35
547578	WINDOWS,e,
548636	WINDOWS,b,
550480	b,H 36
550643	e,G 35
552491	WINDOWS,e,
553810	WINDOWS,b,
555802	e,H 36
555848	b,G 36
556269	e,G 36
556750	b,H 37
558572	e,H 37
560090	b,G 37
560170	Adap/G,b,OM
560170	AdapRight,b, OM
560170	A Guest Speaking,b,OM t44
560195	Adap/G,e,OM
560195	AdapRight,e, OM
560195	A Guest Speaking,e,OM t44
562129	WINDOWS,e,
568420	Adap/G,b,OM
568420	A Guest Speaking,b,OM t44
568470	Adap/G,e,OM
568470	A Guest Speaking,e,OM t44
582560	Adap/G,b,S-Face
582560	A Guest Speaking,b,S-Face t44
582584	Adap/G,e,S-Face
582584	A Guest Speaking,e,S-Face t44
585650	Adap/G,b,OM
585650	A Guest Speaking,b,OM t44
585700	Adap/G,e,OM
585700	A Guest Speaking,e,OM t44
588690	Adap/G,b,OM
588690	A Guest Speaking,b,OM t44
588720	Adap/G,e,OM
588720	A Guest Speaking,e,OM t44
594448	WINDOWS,b,
596434	e,G 37
596770	b,H 38
598781	WINDOWS,e,
602781	WINDOWS,b, 
604403	b,G 38
604792	e,H 38
605128	e,G 38
605145	b,H 39
608875	e,H 39
609120	b,G 39
609650	b,H 40
609650	e,G 39
610280	b,G 40
610544	e,H 40
611100	e,G 40
611614	b,H 41
612419	WINDOWS,e, 
612444	e,H 41
612444	&
