Time	Event
409322	adap/H,e,S-Neck
411065	e,G 27
412340	b,H 28
414357	WINDOWS,e,
414415	WINDOWS,b,
415190	AdapLeft,b, S-Face
415190	A Host Speaking,b,S-Face t29
415190	adap/H,b,S-Face
415244	AdapLeft,e, S-Face
415244	A Host Speaking,e,S-Face t29
415244	adap/H,e,S-Face
416404	e,H 28
419262	b,G 28
421270	WINDOWS,e,
438748	WINDOWS,b,
440737	e,G 28
441400	AdapLeft,b, OM
441400	adap/H,b,OM
441455	AdapLeft,e, OM
441455	adap/H,e,OM
442067	b,H 29
442432	e,H 29
443851	b,G 29
444167	e,G 29
444760	b,H 30
445410	AdapRight,b, UM
445410	adap/G,b,UM
445439	AdapRight,e, UM
445439	adap/G,e,UM
446777	WINDOWS,e,
454197	WINDOWS,b,
456202	e,H 30
457885	b,G 30
458639	e,G 30
458780	b,H 31
460806	WINDOWS,e,
465690	WINDOWS,b,
465920	AdapRight,b, S-Face
465920	adap/G,b,S-Face
465966	AdapRight,e, S-Face
465966	adap/G,e,S-Face
467661	e,H 31
470196	b,G 31
472226	WINDOWS,e,
478605	adap/H,b,OM
478644	adap/H,e,OM
482400	WINDOWS,b,
484373	e,G 31
484640	b,H 32
488000	e,H 32
489088	b,G 32
491096	WINDOWS,e,
507570	adap/H,b,S-Face
507622	adap/H,e,S-Face
512864	WINDOWS,b,
514868	e,G 32
515120	b,H 33
517020	b,G 33
517620	e,H 33
519016	e,G 33
519480	b,H 34
520540	AdapLeft,b, OM
520540	A Host Speaking,b,OM t34
520540	adap/H,b,OM
520564	AdapLeft,e, OM
520564	A Host Speaking,e,OM t34
520564	adap/H,e,OM
521502	WINDOWS,e,
524183	WINDOWS,b,
526160	e,H 34
527311	b,G 34
529328	WINDOWS,e,
537460	adap/H,b,S-Face
537482	adap/H,e,S-Face
538566	adap/H,b,OM
538589	adap/H,e,OM
548328	WINDOWS,b,
550311	e,G 34
553780	b,H 35
555777	WINDOWS,e,
558806	WINDOWS,b,
560820	e,H 35
562485	b,G 35
564487	WINDOWS,e,
564661	WINDOWS,b,
566655	e,G 35
567950	b,H 36
568213	e,H 36
569377	b,G 36
571371	WINDOWS,e,
572440	adap/H,b,OM
572477	adap/H,e,OM
590540	A Guest Speaking,b,UM  t34 t35 t36
590540	adap/G,b,UM
590570	A Guest Speaking,e,UM  t34 t35 t36
590570	adap/G,e,UM
595740	adap/H,b,OM
595760	adap/H,e,OM
596371	WINDOWS,b,
598240	b,H 37
598344	e,G 36
600180	e,H 37
600220	AdapRight,b, S-Face
600220	adap/G,b,S-Face
600249	AdapRight,e, S-Face
600249	adap/G,e,S-Face
600770	b,G 37
602791	WINDOWS,e,
616472	WINDOWS,b,
618453	e,G 37
623130	AdapRight,b, S-Face
623130	adap/G,b,S-Face
623159	AdapRight,e, S-Face
623159	adap/G,e,S-Face
626590	b,H 38
627910	AdapLeft,b, OM
627910	A Host Speaking,b,OM 
627910	adap/H,b,OM
627931	AdapLeft,e, OM
627931	A Host Speaking,e,OM 
627931	adap/H,e,OM
628098	e,H 38
628550	AdapLeft,b, S-Face
628550	adap/H,b,S-Face
628588	AdapLeft,e, S-Face
628588	adap/H,e,S-Face
630114	b,G 38
631625	AdapLeft,b, UM
631625	adap/H,b,UM
631647	AdapLeft,e, UM
631647	adap/H,e,UM
633786	e,G 38
634573	b,H 39
635311	e,H 39
635702	b,G 39
636510	e,G 39
636927	b,H 40
637370	AdapRight,b, S-Face
637370	adap/G,b,S-Face
637396	AdapRight,e, S-Face
637396	adap/G,e,S-Face
637759	e,H 40
638295	b,G 40
639672	e,G 40
640668	b,H 41
641780	AdapLeft,b, OM
641780	A Host Speaking,b,OM t37 t38
641780	adap/H,b,OM
641803	AdapLeft,e, OM
641803	A Host Speaking,e,OM t37 t38
641803	adap/H,e,OM
642675	WINDOWS,e,
645197	WINDOWS,b,
647180	e,H 41
647245	b,G 41
649255	WINDOWS,e,
652810	A Guest Speaking,b,S-Face t41 t42 t43 t44
652810	adap/G,b,S-Face
652855	A Guest Speaking,e,S-Face t41 t42 t43 t44
652855	adap/G,e,S-Face
667719	WINDOWS,b,
669688	e,G 41
669885	b,H 42
670573	b,G 42
670704	e,H 42
674081	e,G 42
674622	b,H 43
676081	e,H 43
676131	b,G 43
678139	WINDOWS,e,
691574	WINDOWS,b,
692803	b,H 44
693557	e,G 43
694049	e,H 44
694475	b,G 44
694622	b,H 45
694639	e,G 44
696661	WINDOWS,e,
697574	WINDOWS,b,
699557	e,H 45
700098	b,G 45
700532	e,G 45
700721	b,H 46
702748	WINDOWS,e,
704327	e,H 46
704327	&
