Time	Event
220285	AdGuestWhenSpeaking,b,OM t18
220285	Adap/G,b,OM
220300	AdGuestWhenSpeaking,e,OM t18
220300	Adap/G,e,OM
222309	Adap/H,b,S-Face
222350	Adap/H,e,S-Face
223259	Adap/H,b,OM
223270	Adap/H,e,OM
223749	Adap/H,b,S-Face
223760	Adap/H,e,S-Face
231015	AdGuestWhenSpeaking,b,S-Arm t18
231015	Adap/G,b,S-Arm
231030	AdGuestWhenSpeaking,e,S-Arm t18
231030	Adap/G,e,S-Arm
234900	AdGuestWhenSpeaking,b,S-Hand t18
234900	Adap/G,b,S-Hand
234930	AdGuestWhenSpeaking,e,S-Hand t18
234930	Adap/G,e,S-Hand
239350	WINDOWS,b,
241027	b,H 16
241351	e,G 15
241752	b,G 16
242324	e,H 16
242714	e,G 16
243426	b,G 17
245425	WINDOWS,e,
249825	WINDOWS,b,
251837	e,G 17
252513	b,H 17
256216	e,H 17
256324	b,G 18
258702	e,G 18
258918	b,H 18
260900	WINDOWS,e,
268850	WINDOWS,b,
270864	e,H 18
272810	b,G 19
274800	WINDOWS,e,
310000	WINDOWS,b,
312000	e,G 19
312324	b,H 19
314300	WINDOWS,e,
316420	Adap/G,b,UM
316450	Adap/G,e,UM
321100	WINDOWS,b,
323108	e,H 19
323783	b,G 20
324918	e,G 20
325027	b,H 20
327025	WINDOWS,e,
332144	Adap/H,b,S-Face
332144	AdHostWhenSpeaking,b,S-Face t22
332170	Adap/H,e,S-Face
332170	AdHostWhenSpeaking,e,S-Face t22
354400	WINDOWS,b,
356405	e,H 20
356405	b,G 21
358400	WINDOWS,e,
379048	Adap/H,b,OM
379060	Adap/H,e,OM
406425	WINDOWS,b,
408428	e,G 21
409298	b,H 21
411290	WINDOWS,e,
412525	WINDOWS,b,
414054	Adap/H,b,OM
414054	AdapLeft,b, OM
414054	AdHostWhenSpeaking,b,OM t23
414070	Adap/H,e,OM
414070	AdapLeft,e, OM
414070	AdHostWhenSpeaking,e,OM t23
414540	e,H 21
418270	b,G 22
420250	WINDOWS,e,
428010	WINDOWS,b,
430000	e,G 22
430162	b,H 22
431513	e,H 22
435432	b,G 23
437425	WINDOWS,e,
472400	AdGuestWhenSpeaking,b,OM t27 t28
472400	Adap/G,b,OM
472420	AdGuestWhenSpeaking,e,OM t27 t28
472420	Adap/G,e,OM
474520	AdGuestWhenSpeaking,b,S-Arm t27 t28
474520	Adap/G,b,S-Arm
474570	AdGuestWhenSpeaking,e,S-Arm t27 t28
474570	Adap/G,e,S-Arm
482380	AdGuestWhenSpeaking,b,S-Hand t27 t28
482380	Adap/G,b,S-Hand
482400	AdGuestWhenSpeaking,e,S-Hand t27 t28
482400	Adap/G,e,S-Hand
490510	AdGuestWhenSpeaking,b,S-Hand t27 t28
490510	Adap/G,b,S-Hand
490530	AdGuestWhenSpeaking,e,S-Hand t27 t28
490530	Adap/G,e,S-Hand
495725	WINDOWS,b,
497027	b,H 23
497729	e,G 23
499025	WINDOWS,e,
506955	Adap/H,b,S-Face
506955	AdHostWhenSpeaking,b,S-Face t26
506970	Adap/H,e,S-Face
506970	AdHostWhenSpeaking,e,S-Face t26
516050	WINDOWS,b,
518054	e,H 23
519459	b,G 24
522729	b,H 24
523000	e,G 24
524725	WINDOWS,e,
526800	WINDOWS,b,
528108	b,G 25
528810	e,H 24
530105	WINDOWS,e,
534225	WINDOWS,b,
536243	e,G 25
538054	b,H 25
540055	WINDOWS,e,
544300	WINDOWS,b,
546324	e,H 25
549432	b,G 26
551425	WINDOWS,e,
554005	Adap/H,b,OM
554020	Adap/H,e,OM
590675	WINDOWS,b,
592675	e,G 26
595702	b,H 26
597700	WINDOWS,e,
601125	WINDOWS,b,
603135	e,H 26
606648	b,G 27
608625	WINDOWS,e,
614900	WINDOWS,b,
616729	b,H 27
616924	e,G 27
617575	Adap/G,b,UM
617575	AdapRight,b, UM
617600	Adap/G,e,UM
617600	AdapRight,e, UM
618725	WINDOWS,e,
621850	WINDOWS,b,
623864	e,H 27
628621	b,G 28
630600	WINDOWS,e,
646175	WINDOWS,b,
648189	e,G 28
648513	b,H 28
651135	e,H 28
651216	b,G 29
651702	e,G 29
653132	b,H 29
655125	WINDOWS,e,
655300	WINDOWS,b,
657324	e,H 29
657378	b,G 30
659375	WINDOWS,e,
670850	WINDOWS,b,
672863	e,G 30
673729	b,H 30
674729	e,H 30
674783	b,G 31
676775	WINDOWS,e,
685525	WINDOWS,b,
687540	e,G 31
687621	b,H 31
688243	e,H 31
688324	b,G 32
688864	e,G 32
689621	b,H 32
691600	WINDOWS,e,
695675	WINDOWS,b,
697675	e,H 32
702615	b,G 33
704600	WINDOWS,e,
722322	Adap/H,b,OM
722340	Adap/H,e,OM
730680	AdGuestWhenSpeaking,b,S-Arm t40 t41 t42
730680	Adap/G,b,S-Arm
730720	AdGuestWhenSpeaking,e,S-Arm t40 t41 t42
730720	Adap/G,e,S-Arm
748750	WINDOWS,b,
750756	e,G 33
750891	b,H 33
750960	Adap/G,b,UM
750960	AdapRight,b, UM
750990	Adap/G,e,UM
750990	AdapRight,e, UM
754135	b,G 34
754432	e,H 33
756125	WINDOWS,e,
756425	WINDOWS,b,
757619	b,H 34
758375	AdGuestWhenSpeaking,b,UM t43
758375	Adap/G,b,UM
758375	AdapRight,b, UM
758410	AdGuestWhenSpeaking,e,UM t43
758410	Adap/G,e,UM
758410	AdapRight,e, UM
758432	e,G 34
759600	WINDOWS,e,
770775	WINDOWS,b,
772783	e,H 34
773027	b,G 35
774750	WINDOWS,e,
774783	e,G 35
774783	&
