Time	Event
655607	A Guest Speaking,b,S-Face t42
655607	adap/G,b,S-Face
655633	A Guest Speaking,e,S-Face t42
655633	adap/G,e,S-Face
671707	A Guest Speaking,b,S-Head t42
671707	adap/G,b,S-Head
671746	A Guest Speaking,e,S-Head t42
671746	adap/G,e,S-Head
675833	WINDOWS,b,
677851	e,G 43
678555	b,H 45
680543	WINDOWS,e,
686253	WINDOWS,b,
687666	b,G 44
688240	e,H 45
690925	b,H 46
691351	e,G 44
691500	AdapRight,b, S-Head
691500	adap/G,b,S-Head
691525	AdapRight,e, S-Head
691525	adap/G,e,S-Head
692920	WINDOWS,e,
693140	adap/G,b,S-Face
693163	adap/G,e,S-Face
693616	WINDOWS,b,
695314	b,G 45
695592	e,H 46
697326	WINDOWS,e,
697500	WINDOWS,b,
698833	b,H 47
699481	e,G 45
699620	AdapRight,b, OM
699620	adap/G,b,OM
699638	AdapRight,e, OM
699638	adap/G,e,OM
700848	WINDOWS,e,
703355	WINDOWS,b,
705351	e,H 47
705425	b,G 46
707442	WINDOWS,e,
714290	A Guest Speaking,b,S-Head t46
714290	adap/G,b,S-Head
714314	A Guest Speaking,e,S-Head t46
714314	adap/G,e,S-Head
725819	WINDOWS,b,
726200	AdapRight,b, OM
726200	A Guest Speaking,b,OM t46
726200	adap/G,b,OM
726221	AdapRight,e, OM
726221	A Guest Speaking,e,OM t46
726221	adap/G,e,OM
727796	e,G 46
728203	b,H 48
730181	WINDOWS,e,
734746	WINDOWS,b,
736740	e,H 48
736743	b,G 47
738746	WINDOWS,e,
739842	A Guest Speaking,b,S-Head t47 t48 t49
739842	adap/G,b,S-Head
739862	A Guest Speaking,e,S-Head t47 t48 t49
739862	adap/G,e,S-Head
742880	adap/H,b,UM
742899	adap/H,e,UM
745190	A Guest Speaking,b,S-Head t47 t48 t49
745190	adap/G,b,S-Head
745211	A Guest Speaking,e,S-Head t47 t48 t49
745211	adap/G,e,S-Head
751220	adap/H,b,OM
751240	adap/H,e,OM
757659	WINDOWS,b,
759130	b,H 49
759666	e,G 47
761137	WINDOWS,e,
765702	WINDOWS,b,
767703	e,H 49
767722	b,G 48
769731	WINDOWS,e,
782070	A Guest Speaking,b,S-Face t50
782070	adap/G,b,S-Face
782119	A Guest Speaking,e,S-Face t50
782119	adap/G,e,S-Face
782876	WINDOWS,b,
784833	e,G 48
786231	b,H 50
789537	e,H 50
790142	AdapLeft,b, OM
790142	adap/H,b,OM
790168	AdapLeft,e, OM
790168	adap/H,e,OM
790851	b,G 49
792876	WINDOWS,e,
819310	A Guest Speaking,b,S-Head t51
819310	adap/G,b,S-Head
819343	A Guest Speaking,e,S-Head t51
819343	adap/G,e,S-Head
822340	WINDOWS,b,
822710	AdapRight,b, OM
822710	A Guest Speaking,b,OM t51
822710	adap/G,b,OM
822761	AdapRight,e, OM
822761	A Guest Speaking,e,OM t51
822761	adap/G,e,OM
824314	e,G 49
824481	b,H 51
826514	WINDOWS,e,
829543	WINDOWS,b,
831450	AdapLeft,b, OM
831450	A Host Speaking,b,OM t57
831450	adap/H,b,OM
831469	AdapLeft,e, OM
831469	A Host Speaking,e,OM t57
831469	adap/H,e,OM
831518	e,H 51
831814	b,G 50
833833	WINDOWS,e,
859862	WINDOWS,b,
861833	e,G 50
862140	AdapLeft,b, S-Face
862140	adap/H,b,S-Face
862160	AdapLeft,e, S-Face
862160	adap/H,e,S-Face
862222	b,H 52
864087	b,G 51
864259	e,H 52
866094	WINDOWS,e,
870659	WINDOWS,b,
871664	AdapRight,b, OM
871664	A Guest Speaking,b,OM t53
871664	adap/G,b,OM
871679	AdapRight,e, OM
871679	A Guest Speaking,e,OM t53
871679	adap/G,e,OM
872648	e,G 51
872796	b,H 53
874804	WINDOWS,e,
875746	WINDOWS,b,
877740	e,H 53
879093	b,G 52
881123	WINDOWS,e,
900080	adap/H,b,S-Face
900110	adap/H,e,S-Face
901862	WINDOWS,b,
901921	AdapLeft,b, OM
901921	adap/H,b,OM
901935	AdapLeft,e, OM
901935	adap/H,e,OM
903537	b,H 54
903870	e,G 52
904222	e,H 54
905351	b,G 53
907355	WINDOWS,e,
927462	b,H 55
927471	WINDOWS,b,
929462	e,G 53
929471	WINDOWS,e,
933471	WINDOWS,b,
935444	e,H 55
937555	b,G 54
939558	WINDOWS,e,
939732	WINDOWS,b,
941722	e,G 54
942240	b,H 56
943240	AdapRight,b, OM + S-Head
943240	adap/G,b,OM + S-Head
943256	AdapRight,e, OM + S-Head
943256	adap/G,e,OM + S-Head
944254	WINDOWS,e,
946515	WINDOWS,b,
948500	e,H 56
948611	b,G 55
950055	e,G 55
950444	b,H 57
952457	WINDOWS,e,
956602	WINDOWS,b,
958574	e,H 57
959148	b,G 56
959805	WINDOWS,e,
959814	e,G 56
959814	&
